unixtime,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1440677400,8,27,14,10,100.0,-69.0,1076.94,1672.46,16.5584,9.8995,1400.58,0.0,85.5925,471.496,75.8096,-22.2273,-57.7374,2.3733400000000002,180.09099999999998,99.0968,0.9984270000000001,54.8984,68.9414,97.3525,82.4862,2.38917,37.3429,98.9029,230.312,43.1257,2.66509,50.185,0.8869389999999999,189.003,62.8746,100.0,22.9317,39.1204,681.1669999999999,30.9241,-27.6121,86.0796,68.8,-245.5,251.695,1435.61,26.4063,218.23,10.3,0.8747889999999999,15.1988,931.0880000000001
1440678000,8,27,14,20,100.0,-93.8,1185.02,1662.73,16.46,10.3953,1483.4,0.0,85.961,509.917,75.7199,-23.7327,-56.3406,2.84717,155.67700000000002,96.6538,0.998232,54.8196,68.6802,94.8905,83.1982,2.8686700000000003,37.5366,96.2033,230.58700000000002,42.2504,-4.13362,49.1512,1.16018,189.146,62.5196,100.0,23.118000000000002,38.3546,680.074,30.8204,-28.9204,86.6714,94.1,-335.48400000000004,327.789,1556.49,66.0838,367.36199999999997,7.5,0.881365,12.9994,660.8439999999999
1440678600,8,27,14,30,100.0,-61.8,1176.08,1678.85,16.6167,10.5615,1527.64,0.0,87.1078,508.208,75.5264,-22.6933,-44.7678,3.0331200000000003,169.31900000000002,97.2308,0.998833,54.8297,69.0145,95.3539,84.3446,3.05117,37.9519,96.8751,223.268,43.7572,-0.563438,50.641999999999996,1.33722,189.924,62.933,100.0,23.1622,39.622,681.051,30.9437,-27.8816,87.7447,61.7,-254.5,254.398,1560.43,11.9887,297.683,9.9,0.916502,16.2,1049.08
1440679200,8,27,14,40,100.0,-89.8,1183.17,1644.28,16.2775,10.9585,1473.99,0.0,87.8645,516.295,75.3233,-23.1923,-32.1446,4.45055,174.72,96.0387,0.998635,55.1218,68.7445,94.2093,85.1581,4.486330000000001,38.1337,95.589,229.982,43.2038,1.25276,50.042,2.44473,189.563,62.7075,100.0,23.7327,39.2361,683.2669999999999,31.2034,-28.7973,88.5334,91.0,-355.5,355.79699999999997,1429.51,81.1127,519.3480000000001,11.3,0.915557,13.5,592.2
1440679800,8,27,14,50,100.0,-93.6,1195.81,1661.65,16.4462,10.872,1546.09,0.0,89.572,516.5459999999999,75.2512,-23.2883,-45.6127,4.30891,178.47099999999998,99.199,0.998025,55.4037,69.3628,97.2416,86.8385,4.3436699999999995,38.7084,99.066,229.74900000000002,45.9675,2.43424,52.7539,2.17496,189.507,63.5329,100.0,23.7681,41.5389,682.688,31.2943,-28.7048,90.2298,93.7,-374.61699999999996,373.42199999999997,1749.76,49.7455,493.37300000000005,12.4,0.868632,14.1,793.8
1440680400,8,27,15,0,100.0,-102.2,1343.68,1681.53,16.6501,10.9687,1718.17,0.0,90.1028,567.604,75.3202,-22.3636,-37.3737,3.37894,199.30200000000002,97.4777,0.9989879999999999,55.6652,69.4055,95.6163,87.5269,3.411,39.1897,97.1125,238.75,44.1028,-2.13041,50.8592,0.9429559999999999,190.405,63.3294,100.0,23.5731,39.8752,683.159,31.2875,-28.4931,90.8321,107.2,-377.81300000000005,392.31300000000005,1784.74,14.5388,195.55599999999998,10.1,0.965994,16.2,1199.1
1440681000,8,27,15,10,100.0,-94.1,1094.45,1664.96,16.479,10.0043,1400.32,0.0,91.324,477.76199999999994,75.3984,-23.7025,-60.5257,2.69809,154.618,98.3632,0.998238,55.7561,69.393,96.4606,88.7722,2.72517,39.6451,97.9944,229.27,44.2421,1.4934,51.2436,1.3473,190.257,63.4592,100.0,23.8624,40.2374,680.9730000000001,31.2386,-28.629,92.0555,87.6,-331.602,313.5,1428.39,38.2914,361.74199999999996,10.6,0.7626970000000001,15.0994,795.5060000000001
1440681600,8,27,15,20,100.0,-71.4,1084.93,1655.03,16.3879,10.0147,1400.37,0.0,91.5967,474.664,75.3097,-23.114,-66.2986,2.92299,170.172,97.1526,0.997358,55.8472,69.3299,95.26799999999999,89.2701,2.9585,39.9076,96.6126,236.21400000000003,43.6929,-0.0387,50.6133,1.7494900000000002,189.977,63.333,100.0,23.7202,39.7208,682.27,31.4122,-28.4037,92.4684,71.5,-282.164,294.164,1503.47,49.611999999999995,416.634,9.4,0.847261,14.7,783.694
1440682200,8,27,15,30,100.0,-72.0,1058.11,1662.2,16.458,9.7445,1333.39,0.0,91.8752,462.009,74.9976,-22.6566,-74.4455,2.52304,169.463,95.1841,0.9975870000000001,55.8421,69.0221,93.3139,89.4991,2.54983,40.1142,94.5067,236.868,42.397,-0.10608699999999999,49.398999999999994,1.30314,190.238,62.9159,100.0,23.9104,38.7079,679.643,31.4014,-28.0183,92.6449,78.0,-264.492,251.891,1358.5,51.8139,332.48400000000004,9.8,0.868632,13.9988,689.456
1440682800,8,27,15,40,100.0,-104.0,1179.68,1673.84,16.5687,10.647,1480.31,0.0,91.9131,509.38599999999997,74.5948,-24.2577,-51.9836,3.23975,155.72799999999998,93.8859,0.998692,55.6977,68.9387,92.1013,89.7033,3.2951699999999997,40.0958,93.2623,243.08599999999998,42.6024,-5.58499,49.5096,1.3089,190.14700000000002,62.7583,100.0,23.9671,38.8238,682.1360000000001,31.4667,-29.1759,92.773,101.0,-366.5,373.102,1535.03,26.3042,276.573,8.9,0.797558,15.1988,921.9
